"","ID","country","GENDER","AGE","EDU","INC","JOB","Q1_1","Q1_2","Q1_SQ1_1","Q1_SQ1_2","Q1_SQ1_3","Q1_SQ1_4","Q1_SQ1_5","Q1_SQ2","Q1_SQ3","Q1_SQ4","Q2","Q3","Q3_SQ_1","Q3_SQ_2","Q3_SQ_3","Q3_SQ_4","Q3_SQ_5","Q3_SQ_6","Q4_1","Q4_2","Q4_3","Q4_SQ","Q5","Q5_SQ1_1","Q5_SQ1_2","Q5_SQ2_1","Q5_SQ2_2","Q6_1","Q6_2","Q6_3","Q7","Q8_1","Q8_2","Q9_1","Q9_2","Q10","Q11","Q12","Q13_1","Q13_2","Q13_3","Q14","Q15","Q16","Q16_SQ1_1","Q16_SQ1_2","Q16_SQ2_1","Q16_SQ2_2","Q17","Q18","Q19","Q20_1","Q20_2","Q20_3","Q20_4","Q20_5","Q20_6","Q20_7","Q20_8","Q20_9","Q20_10","Q21","Q22_1","Q22_2","Q22_3","Q22_4","Q22_5","Q22_6","Q22_7","Q22_8","Q22_9","Q22_10","Q22_11","Q22_12","Q22_13","Q22_14","Q23","Q24","Q25","Q26","Q27","Q27_SQ1_1","Q27_SQ1_2","Q27_SQ1_3","Q27_SQ1_4","Q27_SQ1_5","Q27_SQ2_1","Q27_SQ2_2","Q27_SQ2_3","Q27_SQ2_4","Q27_SQ2_5","Q28","Q29","Q30","Q31_1","Q31_2","Q32","Q33","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q34_8","Q34_9","Q34_10","Q35","Q36","Q37","Q37_1","Q37_2","Q37_3","Q37_4","Q37_5","Q37_6","Q37_7","Q37_8","Q37_9","Q37_10","Q38","Q39","Q40","Q41","Q42","Q42_SQ1","Q42_SQ2_1","Q42_SQ2_2","Q42_SQ2_3","Q42_SQ2_4","Q42_SQ2_5","Q42_SQ2_6","Q42_SQ3","Q43","Q44","Q45","Q46","Q47","Q48"
"740",409,"Korea",1,55,3,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,6,11,12,NA,4,NA,NA,1,2,7,8,9,5,3,3,1,4,2,3,1,1,2,8,2,2,1,1,2,NA,NA,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,2,3,4,NA,NA,NA,NA,NA,NA,5,1,5,1,1,1,5,1,2,3,4,6,7,8,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,1,1
"741",100,"Korea",2,51,3,7,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,3,12,NA,1,2,6,3,NA,NA,3,4,8,3,3,2,3,1,3,2,1,5,3,9,1,1,2,4,3,NA,NA,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,2,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1
"742",408,"Korea",1,53,3,6,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,4,3,12,1,4,NA,NA,1,2,2,7,8,3,3,3,1,4,2,3,1,1,2,3,3,2,1,1,2,NA,NA,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,5,8,10,11,NA,NA,NA,NA,NA,NA,1,3,2,1,1,1,2,3,4,NA,NA,NA,NA,NA,NA,3,1,5,1,2,1,5,1,2,3,4,6,7,8,NA,NA,NA,1,3,1,1,4,6,8,NA,NA,NA,NA,NA,NA,3,2,4,3,2,1,2,NA,NA,NA,NA,NA,1,2,2,2,5,1,2
"743",101,"Korea",1,40,5,8,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,4,3,10,1,3,NA,NA,1,4,3,4,9,4,2,1,1,4,3,2,3,4,1,2,2,2,5,NA,NA,NA,NA,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,5,6,7,8,NA,NA,NA,NA,NA,NA,1,3,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,6,7,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,1,2
"744",407,"Korea",1,64,5,6,11,1,1,1,3,NA,NA,NA,3,4,2,3,1,2,5,NA,NA,NA,NA,3,5,12,1,2,3,1,NA,NA,3,4,7,4,3,3,2,2,3,1,1,1,2,3,2,1,1,1,2,NA,NA,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,5,6,7,11,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,1,4,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,6,7,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,1,2
"745",96,"Korea",2,42,5,6,9,2,1,1,NA,NA,NA,NA,2,1,2,3,1,2,NA,NA,NA,NA,NA,2,3,5,1,3,NA,NA,4,3,3,5,9,3,2,2,4,4,3,3,1,2,4,8,1,2,2,3,4,NA,NA,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2
"746",405,"Korea",2,19,4,7,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,5,4,3,1,4,NA,NA,1,2,2,8,9,5,4,4,5,5,2,3,1,2,3,9,4,5,5,NA,NA,NA,NA,7,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,1,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,4,6,7,NA,NA,NA,NA,NA,4,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,1
"747",97,"Korea",2,34,5,6,6,2,1,1,NA,NA,NA,NA,2,1,2,3,1,2,5,NA,NA,NA,NA,3,5,2,1,3,NA,NA,2,4,3,5,9,3,2,2,2,3,3,3,1,2,4,8,1,2,2,3,4,NA,NA,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,7,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2
"748",87,"Korea",2,19,4,7,10,2,1,1,NA,NA,NA,NA,2,1,1,3,1,2,NA,NA,NA,NA,NA,4,3,10,1,2,3,5,NA,NA,3,8,9,4,3,3,4,4,3,6,3,4,5,3,4,5,2,3,1,NA,NA,7,3,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,1,2,2,2,NA,NA,NA,NA,NA,1,1,1,2,2,3,2
"749",88,"Korea",2,38,5,5,9,2,1,1,NA,NA,NA,NA,2,1,2,3,1,2,NA,NA,NA,NA,NA,3,4,2,1,2,4,3,NA,NA,2,5,10,4,3,3,2,2,3,4,1,1,3,4,1,2,2,4,2,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,2,1,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2
"750",89,"Korea",2,69,1,6,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,1,4,NA,NA,1,2,5,7,10,4,4,4,4,4,16,3,1,1,3,5,1,1,2,5,3,NA,NA,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,3
"751",368,"Korea",2,28,4,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,NA,NA,NA,NA,3,5,11,1,4,NA,NA,6,7,3,7,10,3,3,3,4,4,1,2,2,1,3,9,4,3,2,2,3,NA,NA,2,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,3,NA,NA,NA,NA,2,2,4,4,3,2,5
"752",369,"Korea",2,28,5,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,5,NA,NA,NA,3,11,5,1,5,NA,NA,NA,NA,1,2,7,4,3,3,4,4,2,3,2,1,5,3,4,3,2,2,3,NA,NA,3,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,3,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,3,2,5,NA,NA,NA,NA,2,2,4,4,3,2,5
"753",381,"Korea",1,45,5,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,6,5,4,4,NA,NA,1,6,3,4,11,4,3,3,4,4,1,3,2,1,2,7,4,3,2,1,2,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,2,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,2,5
"754",420,"Korea",1,18,3,6,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,3,NA,NA,NA,3,9,12,4,5,NA,NA,NA,NA,4,7,9,4,3,3,2,3,3,3,1,3,8,4,2,5,5,NA,NA,NA,NA,7,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,7,8,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,1,6,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,1,2
"755",114,"Korea",1,59,4,6,6,2,1,1,NA,NA,NA,NA,3,4,2,3,1,1,2,NA,NA,NA,NA,3,2,12,1,5,NA,NA,NA,NA,2,3,10,4,2,3,2,3,3,2,1,8,1,2,3,1,2,2,1,NA,NA,6,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,2,3,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2
"756",27,"Korea",1,64,3,6,3,2,1,1,NA,NA,NA,NA,2,1,2,3,1,2,NA,NA,NA,NA,NA,1,6,8,NA,2,1,2,NA,NA,1,2,6,2,2,3,3,2,2,3,2,1,3,4,2,2,2,2,3,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,3,1,3,NA,NA,NA,NA,2,2,2,3,3,2,2
"757",25,"Korea",1,30,3,5,3,1,1,1,NA,NA,NA,NA,2,1,2,2,1,2,NA,NA,NA,NA,NA,1,3,4,1,2,2,3,NA,NA,2,4,6,3,2,3,3,2,2,3,2,3,6,8,2,5,2,1,2,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,2,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,2,2,2,3,NA,NA,NA,NA,2,1,2,3,3,2,2
"758",23,"Korea",1,49,3,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,5,NA,NA,NA,NA,1,3,4,1,2,2,4,NA,NA,3,5,8,2,2,1,3,2,3,3,2,2,4,6,2,2,2,1,3,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,3,2,4,6,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,3,2,2
"759",37,"Korea",1,57,4,7,6,1,1,1,3,NA,NA,NA,2,2,2,3,1,2,4,NA,NA,NA,NA,1,3,4,1,2,2,3,NA,NA,2,4,5,2,2,1,3,2,1,2,3,2,4,6,1,2,2,2,3,NA,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,2,2,1,2
"760",38,"Korea",2,29,4,5,6,1,1,1,NA,NA,NA,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,3,5,1,2,1,2,NA,NA,2,4,5,2,2,3,3,2,1,2,2,1,4,6,1,5,5,NA,NA,NA,NA,2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,3,2,2,3,NA,NA,NA,NA,NA,1,2,2,2,2,2,2
"761",39,"Korea",1,42,4,6,6,1,1,1,NA,NA,NA,NA,3,4,2,2,1,1,2,NA,NA,NA,NA,1,3,4,1,2,2,4,NA,NA,1,3,4,3,1,2,3,2,1,3,3,1,3,4,1,1,2,1,3,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,2,2,3,3,1,2
"762",40,"Korea",2,32,5,7,6,1,1,1,NA,NA,NA,NA,2,1,2,1,1,2,NA,NA,NA,NA,NA,1,4,10,NA,2,1,4,NA,NA,1,2,5,3,2,3,3,2,1,2,3,2,4,7,1,3,2,1,3,NA,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,3,2,3,6,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,2,3,1,3,NA,NA,NA,NA,2,2,2,3,3,1,2
"763",36,"Korea",2,65,3,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,NA,NA,NA,NA,1,4,6,NA,2,1,2,NA,NA,2,3,5,2,2,1,3,2,1,3,3,1,3,4,1,1,2,1,2,NA,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,2,2,3,NA,NA,NA,NA,NA,1,1,1,3,2,2,2
"764",31,"Korea",2,55,3,6,2,2,1,1,NA,NA,NA,NA,2,1,1,3,1,2,NA,NA,NA,NA,NA,1,4,9,NA,2,2,3,NA,NA,1,2,5,5,2,1,3,2,2,5,3,1,3,4,2,4,2,1,3,NA,NA,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,3,4,NA,NA,NA,NA,2,1,2,2,2,1,2
"765",496,"Korea",1,41,5,6,6,2,1,1,NA,NA,NA,NA,2,1,2,3,2,NA,NA,NA,NA,NA,NA,3,12,9,4,2,3,6,NA,NA,1,5,9,3,2,2,2,3,3,2,1,2,1,8,1,1,1,1,2,NA,NA,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,4,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,4,6,7,NA,NA,NA,NA,NA,NA,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,1,3
"766",52,"Korea",1,44,3,5,3,2,1,1,NA,NA,NA,NA,2,1,1,3,1,2,NA,NA,NA,NA,NA,3,5,12,1,2,1,2,NA,NA,4,7,NA,4,3,3,4,4,3,3,1,1,2,3,2,1,1,1,2,NA,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,2,1,4,1,2,3,4,7,8,NA,NA,NA,NA,1,2,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,1,3,1,2,3,1,1
"767",494,"Korea",2,68,3,4,4,2,1,1,NA,NA,NA,NA,3,4,3,3,2,NA,NA,NA,NA,NA,NA,3,5,12,1,3,NA,NA,2,4,4,5,NA,3,3,3,2,4,3,3,1,1,2,3,2,1,2,1,2,NA,NA,3,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,2,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,6,7,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,1,2
"768",60,"Korea",1,64,6,10,11,1,1,3,NA,NA,NA,NA,4,4,2,3,1,2,NA,NA,NA,NA,NA,3,6,12,1,2,1,2,NA,NA,2,4,7,4,2,3,4,4,3,2,1,2,4,6,2,1,1,5,4,NA,NA,7,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,7,8,9,11,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,1,4,3,1,2,3,4,6,7,8,NA,NA,NA,2,1,1,1,6,7,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4
"769",493,"Korea",1,63,3,4,5,2,1,1,NA,NA,NA,NA,4,4,2,3,2,NA,NA,NA,NA,NA,NA,3,12,5,1,2,3,1,NA,NA,5,8,NA,4,3,3,2,4,3,2,1,1,3,8,1,2,2,1,2,NA,NA,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,2,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,1,2
"770",45,"Korea",2,31,5,4,6,2,1,1,NA,NA,NA,NA,2,2,2,3,1,2,NA,NA,NA,NA,NA,3,5,12,5,2,1,4,NA,NA,1,4,8,5,3,3,2,4,3,3,1,1,2,3,1,1,2,1,4,NA,NA,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,6,8,10,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,2,2,3,1,2,3,5,7,NA,NA,NA,NA,NA,3,3,1,1,4,6,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,3,1,2,NA,NA,NA,NA,2,1,1,2,3,1,4
"771",492,"Korea",1,51,5,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,5,10,1,2,3,4,NA,NA,5,7,NA,4,3,3,2,4,3,4,1,1,3,8,1,1,2,1,3,NA,NA,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,2
"772",48,"Korea",1,55,5,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,5,12,1,3,NA,NA,2,3,1,7,8,4,3,3,1,2,3,2,1,1,2,4,3,2,1,1,2,NA,NA,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,4,6,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,1,1
"773",491,"Korea",2,41,5,5,9,2,1,1,NA,NA,NA,NA,2,2,2,3,1,1,2,NA,NA,NA,NA,3,12,5,5,3,NA,NA,4,1,4,NA,NA,4,3,3,2,4,2,3,1,3,1,8,2,2,2,1,2,NA,NA,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,2,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,4,6,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,1,2
"774",50,"Korea",2,63,2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,5,12,1,3,NA,NA,2,5,1,4,8,5,3,3,4,4,3,3,1,1,2,5,2,1,2,2,4,NA,NA,5,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,4,7,9,11,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,3,1,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,4,6,NA,NA,NA,NA,NA,NA,3,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,2
